"leetcode_1"	"<p>给定一个整数数组 <code>nums</code> 和一个整数目标值 <code>target</code>，请你在该数组中找出 <strong>和为目标值 </strong><em><code>target</code></em>  的那 <strong>两个</strong> 整数，并返回它们的数组下标。</p>

<p>你可以假设每种输入只会对应一个答案。但是，数组中同一个元素在答案里不能重复出现。</p>

<p>你可以按任意顺序返回答案。</p>

<p> </p>

<p><strong>示例 1：</strong></p>

<pre>
<strong>输入：</strong>nums = [2,7,11,15], target = 9
<strong>输出：</strong>[0,1]
<strong>解释：</strong>因为 nums[0] + nums[1] == 9 ，返回 [0, 1] 。
</pre>

<p><strong>示例 2：</strong></p>

<pre>
<strong>输入：</strong>nums = [3,2,4], target = 6
<strong>输出：</strong>[1,2]
</pre>

<p><strong>示例 3：</strong></p>

<pre>
<strong>输入：</strong>nums = [3,3], target = 6
<strong>输出：</strong>[0,1]
</pre>

<p> </p>

<p><strong>提示：</strong></p>

<ul>
    <li><code>2 <= nums.length <= 10<sup>4</sup></code></li>
    <li><code>-10<sup>9</sup> <= nums[i] <= 10<sup>9</sup></code></li>
    <li><code>-10<sup>9</sup> <= target <= 10<sup>9</sup></code></li>
    <li><strong>只会存在一个有效答案</strong></li>
</ul>

<p><strong>进阶：</strong>你可以想出一个时间复杂度小于 <code>O(n<sup>2</sup>)</code> 的算法吗？</p>
<div><div>Related Topics</div><div><li>数组</li><li>哈希表</li></div></div><br><div><li>👍 13508</li><li>👎 0</li></div>"	"<xmp>class Solution {
    public int[] twoSum(int[] nums, int target) {
        Map<Integer, Integer> map = new HashMap<>();
        int i = 0;
        while (i < nums.length) {
            int num = nums[i];
            if (map.containsKey(target - num)) {
                return new int[] { i, map.get(target - num) };
            } else {
                map.put(num, i);
            }
            i++;
        }
        return new int[] { -1, -1 };
    }
}
</xmp>"	"leetcode"
"leetcode_2"	"<p>给你两个 <strong>非空</strong> 的链表，表示两个非负的整数。它们每位数字都是按照 <strong>逆序</strong> 的方式存储的，并且每个节点只能存储 <strong>一位</strong> 数字。</p>

<p>请你将两个数相加，并以相同形式返回一个表示和的链表。</p>

<p>你可以假设除了数字 0 之外，这两个数都不会以 0 开头。</p>

<p> </p>

<p><strong>示例 1：</strong></p>
<img alt="""" src=""https://assets.leetcode-cn.com/aliyun-lc-upload/uploads/2021/01/02/addtwonumber1.jpg"" style=""width: 483px; height: 342px;"" />
<pre>
<strong>输入：</strong>l1 = [2,4,3], l2 = [5,6,4]
<strong>输出：</strong>[7,0,8]
<strong>解释：</strong>342 + 465 = 807.
</pre>

<p><strong>示例 2：</strong></p>

<pre>
<strong>输入：</strong>l1 = [0], l2 = [0]
<strong>输出：</strong>[0]
</pre>

<p><strong>示例 3：</strong></p>

<pre>
<strong>输入：</strong>l1 = [9,9,9,9,9,9,9], l2 = [9,9,9,9]
<strong>输出：</strong>[8,9,9,9,0,0,0,1]
</pre>

<p> </p>

<p><strong>提示：</strong></p>

<ul>
    <li>每个链表中的节点数在范围 <code>[1, 100]</code> 内</li>
    <li><code>0 <= Node.val <= 9</code></li>
    <li>题目数据保证列表表示的数字不含前导零</li>
</ul>
<div><div>Related Topics</div><div><li>递归</li><li>链表</li><li>数学</li></div></div><br><div><li>👍 7408</li><li>👎 0</li></div>"	"<xmp>
/**
 * Definition for singly-linked list.
 * public class ListNode {
 * int val;
 * ListNode next;
 * ListNode() {}
 * ListNode(int val) { this.val = val; }
 * ListNode(int val, ListNode next) { this.val = val; this.next = next; }
 * }
 */
class Solution {
    public ListNode addTwoNumbers(ListNode l1, ListNode l2) {
        // 设置dummyNode
        ListNode dummy = new ListNode(-1);
        ListNode cur = dummy;

        // 这是逆序的
        ListNode lx = l1, ly = l2;
        int x = 0, y = 0, carry = 0, sum = 0;
        while (lx != null || ly != null) {
            x = lx == null ? 0 : lx.val;
            lx = lx == null ? null : lx.next;
            y = ly == null ? 0 : ly.val;
            ly = ly == null ? null : ly.next;
            sum = x + y + carry;

            carry = sum / 10;
            sum = sum % 10;
            cur.next = new ListNode(sum);
            cur = cur.next;
        }

        if (carry == 1) {
            cur.next = new ListNode(carry);
        }
        return dummy.next;
    }

}
</xmp>"	"leetcode"
"leetcode_3"	"<p>给定一个字符串 <code>s</code> ，请你找出其中不含有重复字符的 <strong>最长子串 </strong>的长度。</p>

<p> </p>

<p><strong>示例 1:</strong></p>

<pre>
<strong>输入: </strong>s = ""abcabcbb""
<strong>输出: </strong>3 
<strong>解释:</strong> 因为无重复字符的最长子串是 <code>""abc""，所以其</code>长度为 3。
</pre>

<p><strong>示例 2:</strong></p>

<pre>
<strong>输入: </strong>s = ""bbbbb""
<strong>输出: </strong>1
<strong>解释: </strong>因为无重复字符的最长子串是 <code>""b""</code>，所以其长度为 1。
</pre>

<p><strong>示例 3:</strong></p>

<pre>
<strong>输入: </strong>s = ""pwwkew""
<strong>输出: </strong>3
<strong>解释: </strong>因为无重复字符的最长子串是 <code>""wke""</code>，所以其长度为 3。
     请注意，你的答案必须是 <strong>子串 </strong>的长度，<code>""pwke""</code> 是一个<em>子序列，</em>不是子串。
</pre>

<p><strong>示例 4:</strong></p>

<pre>
<strong>输入: </strong>s = """"
<strong>输出: </strong>0
</pre>

<p> </p>

<p><strong>提示：</strong></p>

<ul>
    <li><code>0 <= s.length <= 5 * 10<sup>4</sup></code></li>
    <li><code>s</code> 由英文字母、数字、符号和空格组成</li>
</ul>
<div><div>Related Topics</div><div><li>哈希表</li><li>字符串</li><li>滑动窗口</li></div></div><br><div><li>👍 6817</li><li>👎 0</li></div>"	"<xmp>class Solution {
    public int lengthOfLongestSubstring(String s) {
        if (s.length() == 0)
            return 0;
        HashSet<Character> set = new HashSet<>();
        int max = 0;
        int left = 0, right = 0; // 左右指针
        char[] chars = s.toCharArray();
        while (right < chars.length) {
            char c = chars[right];
            if (set.contains(c)) {
                // 如果发现当前字符已经存在，从left开始逐个往前删除
                set.remove(chars[left]);
                left++;
            } else {
                set.add(c);
                max = Math.max(max, right - left + 1);
                right++;
            }
        }

        return max;
    }
}
</xmp>"	"leetcode"
"leetcode_5"	"<p>给你一个字符串 <code>s</code>，找到 <code>s</code> 中最长的回文子串。</p>

<p> </p>

<p><strong>示例 1：</strong></p>

<pre>
<strong>输入：</strong>s = ""babad""
<strong>输出：</strong>""bab""
<strong>解释：</strong>""aba"" 同样是符合题意的答案。
</pre>

<p><strong>示例 2：</strong></p>

<pre>
<strong>输入：</strong>s = ""cbbd""
<strong>输出：</strong>""bb""
</pre>

<p><strong>示例 3：</strong></p>

<pre>
<strong>输入：</strong>s = ""a""
<strong>输出：</strong>""a""
</pre>

<p><strong>示例 4：</strong></p>

<pre>
<strong>输入：</strong>s = ""ac""
<strong>输出：</strong>""a""
</pre>

<p> </p>

<p><strong>提示：</strong></p>

<ul>
    <li><code>1 <= s.length <= 1000</code></li>
    <li><code>s</code> 仅由数字和英文字母（大写和/或小写）组成</li>
</ul>
<div><div>Related Topics</div><div><li>字符串</li><li>动态规划</li></div></div><br><div><li>👍 4624</li><li>👎 0</li></div>"	"<xmp>class Solution {
    char[] chars = null;

    public String longestPalindrome(String s) {
        chars = s.toCharArray();
        int start = 0, end = 0;
        for (int i = 0; i < chars.length; i++) {
            int len1 = expandAroundCenter(i, i); // 以一个字符为中心向两边扩散，最终的长度是奇数
            int len2 = expandAroundCenter(i, i + 1); // 以二个字符为中心向两边扩散，最终的长度是偶数
            // 算出最长的长度
            int len = Math.max(len1, len2);
            if (len > end - start) {
                start = i - (len - 1) / 2;
                end = i + len / 2;
            }
        }
        return s.substring(start, end + 1);
    }

    private int expandAroundCenter(int left, int right) {
        while (left >= 0 && right < chars.length && chars[left] == chars[right]) {
            left--;
            right++;
        }
        return right - left - 1;
    }

}
</xmp>"	"leetcode"
"leetcode_6"	"<p>将一个给定字符串 <code>s</code> 根据给定的行数 <code>numRows</code> ，以从上往下、从左到右进行 Z 字形排列。</p>

<p>比如输入字符串为 <code>""PAYPALISHIRING""</code> 行数为 <code>3</code> 时，排列如下：</p>

<pre>
P   A   H   N
A P L S I I G
Y   I   R</pre>

<p>之后，你的输出需要从左往右逐行读取，产生出一个新的字符串，比如：<code>""PAHNAPLSIIGYIR""</code>。</p>

<p>请你实现这个将字符串进行指定行数变换的函数：</p>

<pre>
string convert(string s, int numRows);</pre>

<p> </p>

<p><strong>示例 1：</strong></p>

<pre>
<strong>输入：</strong>s = ""PAYPALISHIRING"", numRows = 3
<strong>输出：</strong>""PAHNAPLSIIGYIR""
</pre>
<strong>示例 2：</strong>

<pre>
<strong>输入：</strong>s = ""PAYPALISHIRING"", numRows = 4
<strong>输出：</strong>""PINALSIGYAHRPI""
<strong>解释：</strong>
P     I    N
A   L S  I G
Y A   H R
P     I
</pre>

<p><strong>示例 3：</strong></p>

<pre>
<strong>输入：</strong>s = ""A"", numRows = 1
<strong>输出：</strong>""A""
</pre>

<p> </p>

<p><strong>提示：</strong></p>

<ul>
    <li><code>1 <= s.length <= 1000</code></li>
    <li><code>s</code> 由英文字母（小写和大写）、<code>','</code> 和 <code>'.'</code> 组成</li>
    <li><code>1 <= numRows <= 1000</code></li>
</ul>
<div><div>Related Topics</div><div><li>字符串</li></div></div><br><div><li>👍 1463</li><li>👎 0</li></div>"	"<xmp>class Solution {
    public String convert(String s, int numRows) {
        if (numRows < 2)
            return s;
        // 初始化字符串
        List<StringBuilder> rows = new ArrayList<>();
        for (int i = 0; i < numRows; i++)
            rows.add(new StringBuilder());

        int i = 1, flag = -1;

        for (char c : s.toCharArray()) {
            rows.get(i - 1).append(c);
            // 反转方向
            if (i == 1 || i == numRows)
                flag = -flag;
            i += flag;
        }

        StringBuilder res = new StringBuilder();
        for (StringBuilder row : rows)
            res.append(row);
        return res.toString();
    }
}
</xmp>"	"leetcode"
"leetcode_7"	"<p>给你一个 32 位的有符号整数 <code>x</code> ，返回将 <code>x</code> 中的数字部分反转后的结果。</p>

<p>如果反转后整数超过 32 位的有符号整数的范围 <code>[−2<sup>31</sup>,  2<sup>31 </sup>− 1]</code> ，就返回 0。</p>
<strong>假设环境不允许存储 64 位整数（有符号或无符号）。</strong>

<p> </p>

<p><strong>示例 1：</strong></p>

<pre>
<strong>输入：</strong>x = 123
<strong>输出：</strong>321
</pre>

<p><strong>示例 2：</strong></p>

<pre>
<strong>输入：</strong>x = -123
<strong>输出：</strong>-321
</pre>

<p><strong>示例 3：</strong></p>

<pre>
<strong>输入：</strong>x = 120
<strong>输出：</strong>21
</pre>

<p><strong>示例 4：</strong></p>

<pre>
<strong>输入：</strong>x = 0
<strong>输出：</strong>0
</pre>

<p> </p>

<p><strong>提示：</strong></p>

<ul>
    <li><code>-2<sup>31</sup> <= x <= 2<sup>31</sup> - 1</code></li>
</ul>
<div><div>Related Topics</div><div><li>数学</li></div></div><br><div><li>👍 3369</li><li>👎 0</li></div>"	"<xmp>class Solution {

    public int reverse(int x) {
        int sum = 0, mod = 0;
        while (x != 0) {
            mod = x % 10;
            if (sum > Integer.MAX_VALUE / 10
                    || (sum == Integer.MAX_VALUE / 10 && mod > 7))
                // 判断上边界是否会溢出
                return 0;
            if (sum < Integer.MIN_VALUE / 10
                    || (sum == Integer.MIN_VALUE / 10 && mod < -8))
                // 判断下边界是否会溢出
                return 0;
            sum = sum * 10 + mod;
            x = x / 10;
        }
        return sum;
    }
}
</xmp>"	"leetcode"
"leetcode_8"	"<p>请你来实现一个 <code>myAtoi(string s)</code> 函数，使其能将字符串转换成一个 32 位有符号整数（类似 C/C++ 中的 <code>atoi</code> 函数）。</p>

<p>函数 <code>myAtoi(string s)</code> 的算法如下：</p>

<ul>
    <li>读入字符串并丢弃无用的前导空格</li>
    <li>检查下一个字符（假设还未到字符末尾）为正还是负号，读取该字符（如果有）。 确定最终结果是负数还是正数。 如果两者都不存在，则假定结果为正。</li>
    <li>读入下一个字符，直到到达下一个非数字字符或到达输入的结尾。字符串的其余部分将被忽略。</li>
    <li>将前面步骤读入的这些数字转换为整数（即，""123"" -> 123， ""0032"" -> 32）。如果没有读入数字，则整数为 <code>0</code> 。必要时更改符号（从步骤 2 开始）。</li>
    <li>如果整数数超过 32 位有符号整数范围 <code>[−2<sup>31</sup>,  2<sup>31 </sup>− 1]</code> ，需要截断这个整数，使其保持在这个范围内。具体来说，小于 <code>−2<sup>31</sup></code> 的整数应该被固定为 <code>−2<sup>31</sup></code> ，大于 <code>2<sup>31 </sup>− 1</code> 的整数应该被固定为 <code>2<sup>31 </sup>− 1</code> 。</li>
    <li>返回整数作为最终结果。</li>
</ul>

<p><strong>注意：</strong></p>

<ul>
    <li>本题中的空白字符只包括空格字符 <code>' '</code> 。</li>
    <li>除前导空格或数字后的其余字符串外，<strong>请勿忽略</strong> 任何其他字符。</li>
</ul>

<p> </p>

<p><strong>示例 1：</strong></p>

<pre>
<strong>输入：</strong>s = ""42""
<strong>输出：</strong>42
<strong>解释：</strong>加粗的字符串为已经读入的字符，插入符号是当前读取的字符。
第 1 步：""42""（当前没有读入字符，因为没有前导空格）
         ^
第 2 步：""42""（当前没有读入字符，因为这里不存在 '-' 或者 '+'）
         ^
第 3 步：""<strong>42</strong>""（读入 ""42""）
           ^
解析得到整数 42 。
由于 ""42"" 在范围 [-2<sup>31</sup>, 2<sup>31</sup> - 1] 内，最终结果为 42 。</pre>

<p><strong>示例 2：</strong></p>

<pre>
<strong>输入：</strong>s = ""   -42""
<strong>输出：</strong>-42
<strong>解释：</strong>
第 1 步：""<strong>   </strong>-42""（读入前导空格，但忽视掉）
            ^
第 2 步：""   <strong>-</strong>42""（读入 '-' 字符，所以结果应该是负数）
             ^
第 3 步：""   -<strong>42</strong>""（读入 ""42""）
               ^
解析得到整数 -42 。
由于 ""-42"" 在范围 [-2<sup>31</sup>, 2<sup>31</sup> - 1] 内，最终结果为 -42 。
</pre>

<p><strong>示例 3：</strong></p>

<pre>
<strong>输入：</strong>s = ""4193 with words""
<strong>输出：</strong>4193
<strong>解释：</strong>
第 1 步：""4193 with words""（当前没有读入字符，因为没有前导空格）
         ^
第 2 步：""4193 with words""（当前没有读入字符，因为这里不存在 '-' 或者 '+'）
         ^
第 3 步：""<strong>4193</strong> with words""（读入 ""4193""；由于下一个字符不是一个数字，所以读入停止）
             ^
解析得到整数 4193 。
由于 ""4193"" 在范围 [-2<sup>31</sup>, 2<sup>31</sup> - 1] 内，最终结果为 4193 。
</pre>

<p><strong>示例 4：</strong></p>

<pre>
<strong>输入：</strong>s = ""words and 987""
<strong>输出：</strong>0
<strong>解释：</strong>
第 1 步：""words and 987""（当前没有读入字符，因为没有前导空格）
         ^
第 2 步：""words and 987""（当前没有读入字符，因为这里不存在 '-' 或者 '+'）
         ^
第 3 步：""words and 987""（由于当前字符 'w' 不是一个数字，所以读入停止）
         ^
解析得到整数 0 ，因为没有读入任何数字。
由于 0 在范围 [-2<sup>31</sup>, 2<sup>31</sup> - 1] 内，最终结果为 0 。</pre>

<p><strong>示例 5：</strong></p>

<pre>
<strong>输入：</strong>s = ""-91283472332""
<strong>输出：</strong>-2147483648
<strong>解释：</strong>
第 1 步：""-91283472332""（当前没有读入字符，因为没有前导空格）
         ^
第 2 步：""<strong>-</strong>91283472332""（读入 '-' 字符，所以结果应该是负数）
          ^
第 3 步：""-<strong>91283472332</strong>""（读入 ""91283472332""）
                     ^
解析得到整数 -91283472332 。
由于 -91283472332 小于范围 [-2<sup>31</sup>, 2<sup>31</sup> - 1] 的下界，最终结果被截断为 -2<sup>31</sup> = -2147483648 。</pre>

<p> </p>

<p><strong>提示：</strong></p>

<ul>
    <li><code>0 <= s.length <= 200</code></li>
    <li><code>s</code> 由英文字母（大写和小写）、数字（<code>0-9</code>）、<code>' '</code>、<code>'+'</code>、<code>'-'</code> 和 <code>'.'</code> 组成</li>
</ul>
<div><div>Related Topics</div><div><li>字符串</li></div></div><br><div><li>👍 1336</li><li>👎 0</li></div>"	"<xmp>class Solution {
    public int myAtoi(String s) {
        return 0;
    }
}
</xmp>"	"leetcode"
"leetcode_11"	"<p>给你 <code>n</code> 个非负整数 <code>a<sub>1</sub>，a<sub>2，</sub>...，a</code><sub><code>n</code>，</sub>每个数代表坐标中的一个点&nbsp;<code>(i,&nbsp;a<sub>i</sub>)</code> 。在坐标内画 <code>n</code> 条垂直线，垂直线 <code>i</code>&nbsp;的两个端点分别为&nbsp;<code>(i,&nbsp;a<sub>i</sub>)</code> 和 <code>(i, 0)</code> 。找出其中的两条线，使得它们与&nbsp;<code>x</code>&nbsp;轴共同构成的容器可以容纳最多的水。</p>

<p><strong>说明：</strong>你不能倾斜容器。</p>

<p>&nbsp;</p>

<p><strong>示例 1：</strong></p>

<p><img alt="""" src=""https://aliyun-lc-upload.oss-cn-hangzhou.aliyuncs.com/aliyun-lc-upload/uploads/2018/07/25/question_11.jpg"" style=""height: 287px; width: 600px;"" /></p>

<pre>
<strong>输入：</strong>[1,8,6,2,5,4,8,3,7]
<strong>输出：</strong>49 
<strong>解释：</strong>图中垂直线代表输入数组 [1,8,6,2,5,4,8,3,7]。在此情况下，容器能够容纳水（表示为蓝色部分）的最大值为&nbsp;49。</pre>

<p><strong>示例 2：</strong></p>

<pre>
<strong>输入：</strong>height = [1,1]
<strong>输出：</strong>1
</pre>

<p><strong>示例 3：</strong></p>

<pre>
<strong>输入：</strong>height = [4,3,2,1,4]
<strong>输出：</strong>16
</pre>

<p><strong>示例 4：</strong></p>

<pre>
<strong>输入：</strong>height = [1,2,1]
<strong>输出：</strong>2
</pre>

<p>&nbsp;</p>

<p><strong>提示：</strong></p>

<ul>
    <li><code>n == height.length</code></li>
    <li><code>2 &lt;= n &lt;= 10<sup>5</sup></code></li>
    <li><code>0 &lt;= height[i] &lt;= 10<sup>4</sup></code></li>
</ul>
<div><div>Related Topics</div><div><li>贪心</li><li>数组</li><li>双指针</li></div></div><br><div><li>👍 3146</li><li>👎 0</li></div>"	"<xmp>class Solution {
    public int maxArea(int[] height) {
        int ans = 0;
        int left = 0, right = height.length - 1;
        while (left < right) {
            if (height[right] < height[left]) {
                ans = Math.max(ans, (right - left) * height[right]);
                right--;
            } else {
                ans = Math.max(ans, (right - left) * height[left]);
                left++;
            }
        }
        return ans;
    }
}
</xmp>"	"leetcode"
"leetcode_12"	"<p>罗马数字包含以下七种字符： <code>I</code>， <code>V</code>， <code>X</code>， <code>L</code>，<code>C</code>，<code>D</code> 和 <code>M</code>。</p>

<pre>
<strong>字符</strong>          <strong>数值</strong>
I             1
V             5
X             10
L             50
C             100
D             500
M             1000</pre>

<p>例如， 罗马数字 2 写做 <code>II</code> ，即为两个并列的 1。12 写做 <code>XII</code> ，即为 <code>X</code> + <code>II</code> 。 27 写做  <code>XXVII</code>, 即为 <code>XX</code> + <code>V</code> + <code>II</code> 。</p>

<p>通常情况下，罗马数字中小的数字在大的数字的右边。但也存在特例，例如 4 不写做 <code>IIII</code>，而是 <code>IV</code>。数字 1 在数字 5 的左边，所表示的数等于大数 5 减小数 1 得到的数值 4 。同样地，数字 9 表示为 <code>IX</code>。这个特殊的规则只适用于以下六种情况：</p>

<ul>
    <li><code>I</code> 可以放在 <code>V</code> (5) 和 <code>X</code> (10) 的左边，来表示 4 和 9。</li>
    <li><code>X</code> 可以放在 <code>L</code> (50) 和 <code>C</code> (100) 的左边，来表示 40 和 90。 </li>
    <li><code>C</code> 可以放在 <code>D</code> (500) 和 <code>M</code> (1000) 的左边，来表示 400 和 900。</li>
</ul>

<p>给你一个整数，将其转为罗马数字。</p>

<p> </p>

<p><strong>示例 1:</strong></p>

<pre>
<strong>输入:</strong> num = 3
<strong>输出:</strong> ""III""</pre>

<p><strong>示例 2:</strong></p>

<pre>
<strong>输入:</strong> num = 4
<strong>输出:</strong> ""IV""</pre>

<p><strong>示例 3:</strong></p>

<pre>
<strong>输入:</strong> num = 9
<strong>输出:</strong> ""IX""</pre>

<p><strong>示例 4:</strong></p>

<pre>
<strong>输入:</strong> num = 58
<strong>输出:</strong> ""LVIII""
<strong>解释:</strong> L = 50, V = 5, III = 3.
</pre>

<p><strong>示例 5:</strong></p>

<pre>
<strong>输入:</strong> num = 1994
<strong>输出:</strong> ""MCMXCIV""
<strong>解释:</strong> M = 1000, CM = 900, XC = 90, IV = 4.</pre>

<p> </p>

<p><strong>提示：</strong></p>

<ul>
    <li><code>1 <= num <= 3999</code></li>
</ul>
<div><div>Related Topics</div><div><li>哈希表</li><li>数学</li><li>字符串</li></div></div><br><div><li>👍 799</li><li>👎 0</li></div>"	"<xmp>class Solution {
    int[] values = { 1000, 900, 500, 400, 100, 90, 50, 40, 10, 9, 5, 4, 1 };
    String[] symbols = { ""M"", ""CM"", ""D"", ""CD"", ""C"", ""XC"", ""L"", ""XL"", ""X"", ""IX"",
            ""V"", ""IV"", ""I"" };

    public String intToRoman(int num) {
        StringBuffer ans = new StringBuffer();
        for (int i = 0; i < values.length; ++i) {
            int value = values[i];
            String symbol = symbols[i];
            while (num >= value) {
                num -= value;
                ans.append(symbol);
            }
            if (num == 0) {
                break;
            }
        }
        return ans.toString();
    }
}
</xmp>"	"leetcode"
"leetcode_15"	"<p>给你一个包含 <code>n</code> 个整数的数组 <code>nums</code>，判断 <code>nums</code> 中是否存在三个元素 <em>a，b，c ，</em>使得 <em>a + b + c = </em>0 ？请你找出所有和为 <code>0</code> 且不重复的三元组。</p>

<p><strong>注意：</strong>答案中不可以包含重复的三元组。</p>

<p> </p>

<p><strong>示例 1：</strong></p>

<pre>
<strong>输入：</strong>nums = [-1,0,1,2,-1,-4]
<strong>输出：</strong>[[-1,-1,2],[-1,0,1]]
</pre>

<p><strong>示例 2：</strong></p>

<pre>
<strong>输入：</strong>nums = []
<strong>输出：</strong>[]
</pre>

<p><strong>示例 3：</strong></p>

<pre>
<strong>输入：</strong>nums = [0]
<strong>输出：</strong>[]
</pre>

<p> </p>

<p><strong>提示：</strong></p>

<ul>
    <li><code>0 <= nums.length <= 3000</code></li>
    <li><code>-10<sup>5</sup> <= nums[i] <= 10<sup>5</sup></code></li>
</ul>
<div><div>Related Topics</div><div><li>数组</li><li>双指针</li><li>排序</li></div></div><br><div><li>👍 4243</li><li>👎 0</li></div>"	"<xmp>class Solution {
    public List<List<Integer>> threeSum(int[] nums) {
        List<List<Integer>> ans = new ArrayList<>();
        Arrays.sort(nums);
        for (int i = 0; i < nums.length; i++) {
            if (nums[i] > 0)
                break; // 如果首个固定的数大于0，就直接退出，后面的两数相加，不肯能小于0
            if (i > 0 && nums[i] == nums[i - 1])
                continue; // 如果首个固定的数和前面的数相同，就说明已经计算过了
            int sum = 0;
            int left = i + 1, right = nums.length - 1;
            while (left < right) {
                sum = nums[i] + nums[left] + nums[right];
                if (sum > 0) {
                    right--;
                } else {
                    if (sum == 0) {
                        // left > i + 1 就说明只有不相邻, 并且等于前一个
                        if (!(left > i + 1 && nums[left] == nums[left - 1])) {
                            ans.add(Arrays.asList(nums[i], nums[left],
                                    nums[right]));
                        }
                    }
                    left++;
                }
            }
        }
        return ans;
    }
}
</xmp>"	"leetcode"
